group,object,title
WBS: ОКС 1376П - Куст-93.2.2.2.6 Электрообогрев трубопроводов,"['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.2.2 2-подэтап', 'WBS: ОКС 1376П - Куст-93.2.2.2.6 Электрообогрев трубопроводов']",3
WBS: ОКС 1376П - Куст-93.2.2.2.7 Сети пожарной сигнализации (ПС),"['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.2.2 2-подэтап', 'WBS: ОКС 1376П - Куст-93.2.2.2.7 Сети пожарной сигнализации (ПС)']",1
WBS: ОКС 1376П - Куст-93.2.2.2.8 Сети контроля и автоматизации (КА),"['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.2.2 2-подэтап', 'WBS: ОКС 1376П - Куст-93.2.2.2.8 Сети контроля и автоматизации (КА)']",2
"WBS: ОКС 1376П - Куст-93.2.3.1.1 Нефтегазопровод, высоконапорный водовод (АС)","['Проект: ОКС 1376П - Куст-81 ОКС 1376П - Куст №81. Уровень 4', 'Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3.1 1-подэтап']",1
"WBS: ОКС 1376П - Куст-93.2.3.1.1 Нефтегазопровод, высоконапорный водовод (АС)","['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.2 Обустройство куста', 'WBS: ОКС 1376П - Куст-93.2.3.1.1 Нефтегазопровод, высоконапорный водовод (АС)']",1
"WBS: ОКС 1376П - Куст-93.2.3.1.1 Нефтегазопровод, высоконапорный водовод (АС)","['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.1 Нефтегазопровод, высоконапорный водовод (АС)']",12
"WBS: ОКС 1376П - Куст-93.2.3.1.1 Нефтегазопровод, высоконапорный водовод (АС)","['Проект: ОКС 1376П - Куст-94 ОКС 1376П - Куст №94. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.1 Нефтегазопровод, высоконапорный водовод (АС)']",1
WBS: ОКС 1376П - Куст-93.2.3.1.1 Узел задвижек 1(А) (АС),"['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.1 Узел задвижек 1(А) (АС)']",4
WBS: ОКС 1376П - Куст-93.2.3.1.10.1 Узел задвижек 9 (АС),"['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.10.1 Узел задвижек 9 (АС)']",3
"WBS: ОКС 1376П - Куст-93.2.3.1.10.2 Узел задвижек 9, нефтегазопровод (ЛТ)","['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.10 Узел задвижек 9']",4
"WBS: ОКС 1376П - Куст-93.2.3.1.10.2 Узел задвижек 9, нефтегазопровод (ЛТ)","['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.10.2 Узел задвижек 9, нефтегазопровод (ЛТ)']",3
WBS: ОКС 1376П - Куст-93.2.3.1.11.1 Узел задвижек 11 (АС),"['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.11.1 Узел задвижек 11 (АС)']",1
WBS: ОКС 1376П - Куст-93.2.3.1.11.2 Узел задвижек 1(А),"['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.11.2 Узел задвижек 1(А)']",2
"WBS: ОКС 1376П - Куст-93.2.3.1.11.2 Узел задвижек 1(А), нефтегазопровод (ЛТ)","['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.2 Обустройство куста', 'WBS: ОКС 1376П - Куст-93.2.3.1.11.2 Узел задвижек 1(А), нефтегазопровод (ЛТ)']",3
"WBS: ОКС 1376П - Куст-93.2.3.1.11.2 Узел задвижек 10, нефтегазопровод (ЛТ)","['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.11 Узел задвижек 10']",5
"WBS: ОКС 1376П - Куст-93.2.3.1.11.2 Узел задвижек 10, нефтегазопровод (ЛТ)","['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.11.2 Узел задвижек 10, нефтегазопровод (ЛТ)']",1
"WBS: ОКС 1376П - Куст-93.2.3.1.11.2 Узел задвижек 11, нефтегазопровод (ЛТ)","['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.11 Узел задвижек 10']",4
WBS: ОКС 1376П - Куст-93.2.3.1.13  Узел задвижек 11 (АС),"['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.11 Узел задвижек 10']",3
WBS: ОКС 1376П - Куст-93.2.3.1.13.1 Поз.13.1 (АС),"['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.13.1 Поз.13.1 (АС)']",1
WBS: ОКС 1376П - Куст-93.2.3.1.13.1 Поз.13.6 (АС),"['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.13.1 Поз.13.6 (АС)']",3
WBS: ОКС 1376П - Куст-93.2.3.1.13.1 Узел приема очистного устройства (АС),"['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.13.1 Узел приема очистного устройства (АС)']",5
WBS: ОКС 1376П - Куст-93.2.3.1.13.1 Узел приема очистного устройства 10 (АС),"['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.13.1 Узел приема очистного устройства 10 (АС)']",1
"WBS: ОКС 1376П - Куст-93.2.3.1.13.2 Узел приема очистного устройства, нефтегазопровод (ТН)","['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.13.2 Узел приема очистного устройства, нефтегазопровод (ТН)']",2
WBS: ОКС 1376П - Куст-93.2.3.1.2.1 Нефтегазопровод Ду 219х6 (ЛТ),"['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.2.1 Нефтегазопровод Ду 219х6 (ЛТ)']",2
WBS: ОКС 1376П - Куст-93.2.3.1.2.1 Нефтегазопровод Ду 325х8 (ЛТ),"['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.2 Нефтегазопровод (ЛТ)']",2
WBS: ОКС 1376П - Куст-93.2.3.1.2.1 Нефтегазопровод Ду 426х8 (ЛТ),"['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.2.1 Нефтегазопровод Ду 426х8 (ЛТ)']",2
WBS: ОКС 1376П - Куст-93.2.3.1.2.3 Нефтегазопровод Ду 426х8 (ЛТ) от куста №93 до т.7,"['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.2 Нефтегазопровод (ЛТ)']",5
WBS: ОКС 1376П - Куст-93.2.3.1.2.3 Нефтегазопровод Ду 426х8 (ЛТ) от куста №93 до т.7,"['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.2.3 Нефтегазопровод Ду 426х8 (ЛТ) от куста №93 до т.7']",7
WBS: ОКС 1376П - Куст-93.2.3.1.5.1 Узел задвижек 1 (АС),"['Проект: ОКС 1376П - Куст-81 ОКС 1376П - Куст №81. Уровень 4', 'Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3.1.5 Узел задвижек 1']",2
WBS: ОКС 1376П - Куст-93.2.3.1.5.1 Узел задвижек 1 (АС),"['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.2 Обустройство куста', 'WBS: ОКС 1376П - Куст-93.2.3.1.5.1 Узел задвижек 1 (АС)']",2
WBS: ОКС 1376П - Куст-93.2.3.1.5.1 Узел задвижек 1 (АС),"['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.5.1 Узел задвижек 1 (АС)']",1
WBS: ОКС 1376П - Куст-93.2.3.1.5.1 Узел задвижек 1 (АС),"['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'ДОП', 'WBS: ОКС 1376П - Куст-93.2.3.1.5.1 Узел задвижек 1 (АС)']",1
WBS: ОКС 1376П - Куст-93.2.3.1.5.1 Узел задвижек 2 (АС),"['Проект: ОКС 1376П - Куст-81 ОКС 1376П - Куст №81. Уровень 4', 'Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3.1.5 Узел задвижек 2']",2
WBS: ОКС 1376П - Куст-93.2.3.1.5.1 Узел задвижек 4 (АС),"['Проект: ОКС 1376П - Куст-81 ОКС 1376П - Куст №81. Уровень 4', 'Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3.1.5 Узел задвижек 4']",2
WBS: ОКС 1376П - Куст-93.2.3.1.5.1 Узел задвижек 6 (АС),"['Проект: ОКС 1376П - Куст-81 ОКС 1376П - Куст №81. Уровень 4', 'Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3.1.5 Узел задвижек 6']",2
WBS: ОКС 1376П - Куст-93.2.3.1.5.1 Узел задвижек 8 (АС),"['Проект: ОКС 1376П - Куст-81 ОКС 1376П - Куст №81. Уровень 4', 'Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3.1.5 Узел задвижек 8']",1
