,group,file,guid_count,body
4618,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_12\смг к отчетам 22.12.16\СМГ Ш- ВКС-СПС 22.12.2016г проверил инженер НТН Семянников К.В.xlsx,0,
4617,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_12\смг к отчетам 22.12.16\СМГ ЗЛМ-ВКС-СПС 22.12.2016г Проверил инженер НТН Крухов СА..xlsx,0,
4616,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_12\смг к отчетам 22.12.16\СМГ Газопровод ВИГАС 22.12.16 г.Проверил инженер НТН Семянников К.В.xlsx,0,
4627,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_12\смг к отчетам 24.12.16\СМГ Ш-ГКС-СПС 24.12.2016г проверил инженер НТН Ерошев А.С..xlsx,0,
4588,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_12\смг к отчетам 14.12.16\СМГ Ш-ГКС-СПС 14.12.2016г проверил инженер НТН Ерошев А С.xlsx,0,
4695,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_01\смг к отчетам 15.01.17\СМГ Ш-ГКС-СПС 15.01.2017г проверил инженер НТН Пермяков А.В..xlsx,0,
4697,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_01\смг к отчетам 16.01.17\СМГ Ш- ВКС-СПС 16.01.2017г проверил инженер НТН Семянников К В.xlsx,0,
4775,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_02\смг к отчетам 09.02.17\СМГ ЗЛМ-ВКС-СПС 09.02.2017г..xlsx,0,
4774,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_02\смг к отчетам 09.02.17\СМГ ГП-Вигас 09.02.2017г..xlsx,0,
4773,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_02\смг к отчетам 08.02.17\СМГ Ш-ГКС-СПС 08.02.2017г.xlsx,0,
4772,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_02\смг к отчетам 08.02.17\СМГ Ш- ВКС-СПС 08.02.2017г.xlsx,0,
